#abgabe.csv
#Veronika
#Zapodobnikova
#01328458
group,number,duration,numberOfKeys,keyGroup,averageDurationLookupTrie,averageDurationLookupTree,averageDurationLookupList
Insert and Lookup,1404,118968905,3620,ordered,61,12239,2886
Insert and Lookup,1405,119169357,3630,ordered,53,13135,3044
Insert and Lookup,1406,124289166,3640,ordered,84,12884,3203
Insert and Lookup,1407,121377082,3650,ordered,86,13215,3064
Insert and Lookup,1408,125718098,3660,ordered,78,13249,3054
Insert and Lookup,1409,116938316,3670,ordered,64,11893,3090
Insert and Lookup,1410,124903433,3680,ordered,57,13405,3051
Insert and Lookup,1411,121079398,3690,ordered,57,13015,3201
Insert and Lookup,1412,125487877,3700,ordered,54,13186,3162
Insert and Lookup,1413,126932809,3710,ordered,59,13843,3267
Insert and Lookup,1414,124446200,3720,ordered,70,12968,3137
Insert and Lookup,1415,121345131,3730,ordered,82,12843,2986
Insert and Lookup,1416,130347388,3740,ordered,78,13627,3300
Insert and Lookup,1417,127667451,3750,ordered,51,13197,3144
Insert and Lookup,1418,128893312,3760,ordered,71,13641,3336
Insert and Lookup,1419,129677429,3770,ordered,53,13450,3263
Insert and Lookup,1420,126383686,3780,ordered,64,13042,3106
Insert and Lookup,1421,128130331,3790,ordered,82,13223,3196
Insert and Lookup,1422,132230280,3800,ordered,78,13185,3149
Insert and Lookup,1423,136453382,3810,ordered,84,13719,3320
Insert and Lookup,1424,131866106,3820,ordered,60,13966,3248
Insert and Lookup,1425,135451236,3830,ordered,68,13563,3380
Insert and Lookup,1426,119214946,3840,ordered,71,9509,3168
Insert and Lookup,1427,135494251,3850,ordered,74,13727,3374
Insert and Lookup,1428,139945605,3860,ordered,77,13403,3148
Insert and Lookup,1429,134870415,3870,ordered,61,13994,3392
Insert and Lookup,1430,135674860,3880,ordered,65,13350,3066
Insert and Lookup,1431,136790844,3890,ordered,57,14196,3482
Insert and Lookup,1432,144558363,3900,ordered,73,14082,3310
Insert and Lookup,1433,142021736,3910,ordered,95,14596,3522
Insert and Lookup,1434,145680781,3920,ordered,63,13991,3329
Insert and Lookup,1435,145066364,3930,ordered,58,13957,3340
Insert and Lookup,1436,147244805,3940,ordered,68,14263,3277
Insert and Lookup,1437,145179050,3950,ordered,66,14010,3398
Insert and Lookup,1438,136368873,3960,ordered,57,13724,3166
Insert and Lookup,1439,148608919,3970,ordered,94,15081,3606
Insert and Lookup,1440,145295498,3980,ordered,78,14334,3337
Insert and Lookup,1441,150780237,3990,ordered,74,14889,3667
Insert and Lookup,1442,131884079,4000,ordered,88,9238,3432
Insert and Lookup,1443,148295042,4010,ordered,70,14499,3496
Insert and Lookup,1444,149832011,4020,ordered,75,14516,3582
Insert and Lookup,1445,150224325,4030,ordered,57,13933,3306
Insert and Lookup,1446,148498377,4040,ordered,69,13535,3473
Insert and Lookup,1447,163573336,4050,ordered,89,16342,4710
Insert and Lookup,1448,146467413,4060,ordered,51,13420,3172
Insert and Lookup,1449,159314853,4070,ordered,93,15123,3641
Insert and Lookup,1450,148818185,4080,ordered,62,14018,3227
Insert and Lookup,1451,155971684,4090,ordered,67,14551,3533
Insert and Lookup,1452,155625971,4100,ordered,58,14636,3812
Insert and Lookup,1453,159487168,4110,ordered,57,14776,3584
Insert and Lookup,1454,155242014,4120,ordered,70,14001,3552
Insert and Lookup,1455,159234173,4130,ordered,68,15017,3649
Insert and Lookup,1456,154167026,4140,ordered,62,13876,3326
Insert and Lookup,1457,143145180,4150,ordered,81,10871,3603
Insert and Lookup,1458,156733510,4160,ordered,60,14001,3174
Insert and Lookup,1459,160917601,4170,ordered,82,15350,3579
Insert and Lookup,1460,154455454,4180,ordered,63,14128,3160
Insert and Lookup,1461,163586357,4190,ordered,77,14931,3717
Insert and Lookup,1462,165730492,4200,ordered,60,15670,3683
Insert and Lookup,1463,163044737,4210,ordered,58,14906,3584
Insert and Lookup,1464,165967276,4220,ordered,60,14350,3523
Insert and Lookup,1465,166999303,4230,ordered,57,15887,3781
Insert and Lookup,1466,161078553,4240,ordered,52,14434,3291
Insert and Lookup,1467,176902464,4250,ordered,82,16468,4013
Insert and Lookup,1468,171287578,4260,ordered,78,15561,3658
Insert and Lookup,1469,172860417,4270,ordered,69,15489,3927
Insert and Lookup,1470,163352845,4280,ordered,60,14647,3416
Insert and Lookup,1471,169799408,4290,ordered,67,14980,3654
Insert and Lookup,1472,145139701,4300,ordered,72,9554,3393
Insert and Lookup,1473,174608129,4310,ordered,81,16086,3849
Insert and Lookup,1474,162938120,4320,ordered,63,14351,3317
Insert and Lookup,1475,178595481,4330,ordered,63,15969,3879
Insert and Lookup,1476,171293490,4340,ordered,68,15480,3677
Insert and Lookup,1477,177548759,4350,ordered,75,15383,3781
Insert and Lookup,1478,170882758,4360,ordered,75,15228,3637
Insert and Lookup,1479,185349064,4370,ordered,62,16396,4070
Insert and Lookup,1480,167726778,4380,ordered,62,15209,3579
Insert and Lookup,1481,184526936,4390,ordered,66,16229,3970
Insert and Lookup,1482,173413452,4400,ordered,71,15482,3592
Insert and Lookup,1483,184341277,4410,ordered,67,16315,4137
Insert and Lookup,1484,173594227,4420,ordered,56,15034,3478
Insert and Lookup,1485,188098907,4430,ordered,85,16228,4025
Insert and Lookup,1486,154570154,4440,ordered,54,10223,3664
Insert and Lookup,1487,189924041,4450,ordered,69,16343,3897
Insert and Lookup,1488,179100967,4460,ordered,58,15387,3707
Insert and Lookup,1489,186446445,4470,ordered,63,15792,3783
Insert and Lookup,1490,175139504,4480,ordered,51,15524,3482
Insert and Lookup,1491,192810094,4490,ordered,63,16138,4011
Insert and Lookup,1492,182645065,4500,ordered,62,16050,4181
Insert and Lookup,1493,196368190,4510,ordered,75,17247,4008
Insert and Lookup,1494,184500677,4520,ordered,62,15878,3829
Insert and Lookup,1495,195063771,4530,ordered,80,16304,3904
Insert and Lookup,1496,182569140,4540,ordered,65,16052,3736
Insert and Lookup,1497,204312578,4550,ordered,74,16839,4125
Insert and Lookup,1498,190522458,4560,ordered,66,15869,3794
Insert and Lookup,1499,200686963,4570,ordered,82,16812,4064
Insert and Lookup,1500,168319075,4580,ordered,84,10859,4613
Insert and Lookup,1501,201603167,4590,ordered,62,16660,3984
Insert and Lookup,1502,188594796,4600,ordered,75,15538,3635
Insert and Lookup,1503,206313088,4610,ordered,70,17165,4207
Insert and Lookup,1504,192592823,4620,ordered,63,16688,3978
Insert and Lookup,1505,196150809,4630,ordered,61,15932,3816
Insert and Lookup,1506,197536699,4640,ordered,67,15909,4090
Insert and Lookup,1507,206569907,4650,ordered,65,17244,4296
Insert and Lookup,1508,194692972,4660,ordered,68,16367,3968
Insert and Lookup,1509,215354330,4670,ordered,65,17580,4714
Insert and Lookup,1510,195589601,4680,ordered,58,16206,4064
Insert and Lookup,1511,219896422,4690,ordered,64,16980,4207
Insert and Lookup,1512,194683788,4700,ordered,56,16654,3832
Insert and Lookup,1513,190186371,4710,ordered,75,13003,4167
Insert and Lookup,1514,201652698,4720,ordered,52,16893,4107
Insert and Lookup,1515,206371139,4730,ordered,73,16360,3865
Insert and Lookup,1516,192863896,4740,ordered,78,16294,3785
Insert and Lookup,1517,213039285,4750,ordered,53,16844,4160
Insert and Lookup,1518,195130868,4760,ordered,69,16317,3796
Insert and Lookup,1519,215004458,4770,ordered,61,17398,4313
Insert and Lookup,1520,206949076,4780,ordered,67,16715,3771
Insert and Lookup,1521,216011148,4790,ordered,54,17554,4205
Insert and Lookup,1522,215340533,4800,ordered,63,17841,4275
Insert and Lookup,1523,260038883,4810,ordered,108,20548,5372
Insert and Lookup,1524,246130350,4820,ordered,93,19530,4991
Insert and Lookup,1525,233640885,4830,ordered,94,18283,4584
Insert and Lookup,1526,230235372,4840,ordered,122,13695,4809
Insert and Lookup,1527,238015961,4850,ordered,78,19718,5027
Insert and Lookup,1528,255120153,4860,ordered,100,19720,5173
Insert and Lookup,1529,256969118,4870,ordered,94,20686,5228
Insert and Lookup,1530,240386882,4880,ordered,90,19567,4997
Insert and Lookup,1531,263530560,4890,ordered,88,21074,5527
Insert and Lookup,1532,266923825,4900,ordered,99,21649,6448
Insert and Lookup,1533,269148211,4910,ordered,97,21539,5673
Insert and Lookup,1534,273804720,4920,ordered,105,22106,5868
Insert and Lookup,1535,283768087,4930,ordered,97,20206,5272
Insert and Lookup,1536,253857635,4940,ordered,75,19600,5511
Insert and Lookup,1537,246438241,4950,ordered,84,19206,4788
Insert and Lookup,1538,249928196,4960,ordered,93,19232,4922
Insert and Lookup,1539,207880205,4970,ordered,90,11867,4626
Insert and Lookup,1540,250506183,4980,ordered,79,19293,4851
Insert and Lookup,1541,249271169,4990,ordered,84,18976,4907
Insert and Lookup,1542,272903492,5000,ordered,103,21967,5878
Insert and Lookup,1543,258175269,5010,ordered,92,19884,5035
Insert and Lookup,1544,249765996,5020,ordered,71,19294,4842
Insert and Lookup,1545,248834748,5030,ordered,77,18677,4790
Insert and Lookup,1546,257552736,5040,ordered,84,19756,5018
Insert and Lookup,1547,255185224,5050,ordered,94,19460,4885
Insert and Lookup,1548,255636936,5060,ordered,79,19600,4931
Insert and Lookup,1549,277950352,5070,ordered,100,21875,5780
Insert and Lookup,1550,279802146,5080,ordered,96,21703,5924
Insert and Lookup,1551,243779281,5090,ordered,109,14533,5184
Insert and Lookup,1552,294458893,5100,ordered,100,22398,5875
Insert and Lookup,1553,286756351,5110,ordered,90,21477,5557
Insert and Lookup,1554,269053978,5120,ordered,96,20901,5398
Insert and Lookup,1555,284388674,5130,ordered,100,21293,5605
Insert and Lookup,1556,280849725,5140,ordered,101,20905,5321
Insert and Lookup,1557,280548034,5150,ordered,102,21380,5481
Insert and Lookup,1558,285977790,5160,ordered,92,21845,5682
Insert and Lookup,1559,299774538,5170,ordered,99,22323,5844
Insert and Lookup,1560,322375303,5180,ordered,91,25393,6956
Insert and Lookup,1561,302640131,5190,ordered,105,21843,5833
Insert and Lookup,1562,282064742,5200,ordered,95,20609,5197
Insert and Lookup,1563,241786243,5210,ordered,85,14803,4984
Insert and Lookup,1564,281101328,5220,ordered,96,20972,5375
Insert and Lookup,1565,270301159,5230,ordered,71,19709,4984
Insert and Lookup,1566,275985569,5240,ordered,67,20364,5201
Insert and Lookup,1567,270846562,5250,ordered,67,19709,5001
Insert and Lookup,1568,272203390,5260,ordered,75,19957,5074
Insert and Lookup,1569,274092557,5270,ordered,89,19910,5023
Insert and Lookup,1570,274310159,5280,ordered,68,19985,5091
Insert and Lookup,1571,276395163,5290,ordered,77,20223,5084
Insert and Lookup,1572,274672524,5300,ordered,87,20456,5143
Insert and Lookup,1573,282241598,5310,ordered,88,20390,5445
Insert and Lookup,1574,272393035,5320,ordered,60,19732,5118
Insert and Lookup,1575,239158226,5330,ordered,75,12483,4862
Insert and Lookup,1576,281256149,5340,ordered,90,20275,5201
Insert and Lookup,1577,292348568,5350,ordered,69,20953,5365
Insert and Lookup,1578,298130996,5360,ordered,94,21623,5657
Insert and Lookup,1579,291890243,5370,ordered,87,20726,5307
Insert and Lookup,1580,278718500,5380,ordered,75,20140,5224
Insert and Lookup,1581,284310992,5390,ordered,67,20199,5092
Insert and Lookup,1582,283939039,5400,ordered,62,20207,5164
Insert and Lookup,1583,290963674,5410,ordered,78,20599,5381
Insert and Lookup,1584,295497714,5420,ordered,80,21116,5273
Insert and Lookup,1585,291893040,5430,ordered,64,20924,5396
Insert and Lookup,1586,295137583,5440,ordered,65,20159,5383
Insert and Lookup,1587,298937733,5450,ordered,81,21205,5401
Insert and Lookup,1588,299956141,5460,ordered,94,21329,5500
Insert and Lookup,1589,296184816,5470,ordered,83,20678,5376
Insert and Lookup,1590,305707993,5480,ordered,69,21434,5741
Insert and Lookup,1591,289601992,5490,ordered,58,20709,5096
Insert and Lookup,1592,303635858,5500,ordered,84,21405,5502
Insert and Lookup,1593,298905817,5510,ordered,64,20651,5368
Insert and Lookup,1594,300199818,5520,ordered,82,21501,5467
Insert and Lookup,1595,300475771,5530,ordered,70,20945,5408
Insert and Lookup,1596,302455160,5540,ordered,75,21202,5563
Insert and Lookup,1597,350618201,5550,ordered,105,25051,6637
Insert and Lookup,1598,295008229,5560,ordered,128,14786,6422
Insert and Lookup,1599,349761563,5570,ordered,96,23057,6087
Insert and Lookup,1600,345023433,5580,ordered,105,25165,6533
Insert and Lookup,1601,348247047,5590,ordered,104,24719,6428
Insert and Lookup,1602,334741304,5600,ordered,88,22733,5921
Insert and Lookup,1603,314967102,5610,ordered,85,21638,5601
Insert and Lookup,1604,319414911,5620,ordered,79,21806,5833
Insert and Lookup,1605,311041840,5630,ordered,84,21719,5660
Insert and Lookup,1606,313330517,5640,ordered,69,21558,5600
Insert and Lookup,1607,305331109,5650,ordered,80,20898,5480
Insert and Lookup,1608,306571014,5660,ordered,62,21002,5481
Insert and Lookup,1609,274383051,5670,ordered,83,13896,5597
Insert and Lookup,1610,318219862,5680,ordered,74,21536,5608
Insert and Lookup,1611,318290447,5690,ordered,68,22022,5645
Insert and Lookup,1612,329124613,5700,ordered,79,22335,5897
Insert and Lookup,1613,322521957,5710,ordered,106,21887,5780
Insert and Lookup,1614,319736025,5720,ordered,77,21963,5651
Insert and Lookup,1615,328060803,5730,ordered,84,22617,5853
Insert and Lookup,1616,327633175,5740,ordered,79,22159,5758
Insert and Lookup,1617,357425829,5750,ordered,105,24890,6314
Insert and Lookup,1618,328106010,5760,ordered,78,21964,5778
Insert and Lookup,1619,327917829,5770,ordered,57,22386,5594
Insert and Lookup,1620,276338652,5780,ordered,105,13230,5741
Insert and Lookup,1621,328486428,5790,ordered,66,22104,5835
Insert and Lookup,1622,375077817,5800,ordered,99,25888,6775
Insert and Lookup,1623,391007249,5810,ordered,104,27163,7442
Insert and Lookup,1624,367536767,5820,ordered,92,24807,6083
Insert and Lookup,1625,337634325,5830,ordered,95,22755,5893
Insert and Lookup,1626,341514471,5840,ordered,67,23090,6142
Insert and Lookup,1627,389498564,5850,ordered,115,26966,7179
Insert and Lookup,1628,417382523,5860,ordered,108,26858,7238
Insert and Lookup,1629,381608081,5870,ordered,107,25601,6984
Insert and Lookup,1630,370797196,5880,ordered,119,22956,7022
Insert and Lookup,1631,391239251,5890,ordered,101,26305,7084
Insert and Lookup,1632,394650619,5900,ordered,109,26139,7060
Insert and Lookup,1633,446857822,5910,ordered,97,32148,8523
Insert and Lookup,1634,387858558,5920,ordered,98,24791,6658
Insert and Lookup,1635,360075396,5930,ordered,87,23688,6323
Insert and Lookup,1636,361242744,5940,ordered,88,23325,6089
Insert and Lookup,1637,341859974,5950,ordered,62,22531,5837
Insert and Lookup,1638,343743573,5960,ordered,72,22117,5792
Insert and Lookup,1639,343049103,5970,ordered,62,22568,5911
Insert and Lookup,1640,335110441,5980,ordered,72,22028,5707
Insert and Lookup,1641,310699853,5990,ordered,104,14444,6039
Insert and Lookup,1642,353761721,6000,ordered,67,23204,5864
Insert and Lookup,1643,366290796,6010,ordered,92,23919,6248
Insert and Lookup,1644,362141939,6020,ordered,88,23044,6265
Insert and Lookup,1645,464621725,6030,ordered,112,33658,9554
Insert and Lookup,1646,492962883,6040,ordered,102,31413,8814
Insert and Lookup,1647,391477963,6050,ordered,72,24925,6708
Insert and Lookup,1648,373109965,6060,ordered,89,23726,6619
Insert and Lookup,1649,364335493,6070,ordered,81,22985,6139
Insert and Lookup,1650,364003935,6080,ordered,77,23170,6043
Insert and Lookup,1651,323645651,6090,ordered,88,16593,6049
Insert and Lookup,1652,356455509,6100,ordered,62,22875,5899
Insert and Lookup,1653,371203835,6110,ordered,81,22963,6215
Insert and Lookup,1654,365012891,6120,ordered,57,22350,6000
Insert and Lookup,1655,363362733,6130,ordered,76,23026,6183
Insert and Lookup,1656,359673231,6140,ordered,70,22978,6115
Insert and Lookup,1657,359907494,6150,ordered,75,22188,5961
Insert and Lookup,1658,383754119,6160,ordered,94,25258,6663
Insert and Lookup,1659,382699211,6170,ordered,89,24206,6551
Insert and Lookup,1660,372539524,6180,ordered,77,23069,5959
Insert and Lookup,1661,346264917,6190,ordered,73,18979,6371
Insert and Lookup,1662,380370424,6200,ordered,73,23250,6239
Insert and Lookup,1663,403819094,6210,ordered,111,26550,7178
Insert and Lookup,1664,453271492,6220,ordered,114,28341,7867
Insert and Lookup,1665,419875885,6230,ordered,91,25641,6835
Insert and Lookup,1666,380028337,6240,ordered,78,23518,6362
Insert and Lookup,1667,388036204,6250,ordered,91,23664,6414
Insert and Lookup,1668,383598056,6260,ordered,75,23580,6303
Insert and Lookup,1669,383268127,6270,ordered,67,23232,6199
Insert and Lookup,1670,387633376,6280,ordered,68,23566,6329
Insert and Lookup,1671,345993851,6290,ordered,92,18674,6243
Insert and Lookup,1672,389546786,6300,ordered,82,24394,6404
Insert and Lookup,1673,384020604,6310,ordered,84,23893,6441
Insert and Lookup,1674,390688162,6320,ordered,74,24229,7508
Insert and Lookup,1675,386896129,6330,ordered,75,23942,6438
Insert and Lookup,1676,400862460,6340,ordered,73,24595,6658
Insert and Lookup,1677,398023077,6350,ordered,79,23660,6346
Insert and Lookup,1678,393407054,6360,ordered,65,24235,6426
Insert and Lookup,1679,402912777,6370,ordered,79,24235,8137
Insert and Lookup,1680,402960972,6380,ordered,62,24507,6459
Insert and Lookup,1681,343884544,6390,ordered,98,16792,6463
Insert and Lookup,1682,392290257,6400,ordered,73,23544,6282
Insert and Lookup,1683,388558454,6410,ordered,54,23576,6189
Insert and Lookup,1684,402110132,6420,ordered,77,23695,6492
Insert and Lookup,1685,409627037,6430,ordered,66,25146,6402
Insert and Lookup,1686,400246884,6440,ordered,70,24287,6357
Insert and Lookup,1687,397527556,6450,ordered,83,23929,6371
Insert and Lookup,1688,404801910,6460,ordered,76,24813,6632
Insert and Lookup,1689,431037008,6470,ordered,87,26350,7527
Insert and Lookup,1690,416315097,6480,ordered,69,25068,6720
Insert and Lookup,1691,340777639,6490,ordered,85,14807,6291
Insert and Lookup,1692,413489056,6500,ordered,81,24743,6755
Insert and Lookup,1693,410266345,6510,ordered,66,24127,6587
Insert and Lookup,1694,408867701,6520,ordered,72,24940,6687
Insert and Lookup,1695,401878622,6530,ordered,63,23989,6355
Insert and Lookup,1696,410680496,6540,ordered,83,23986,6640
Insert and Lookup,1697,413294730,6550,ordered,67,24535,6680
Insert and Lookup,1698,419964977,6560,ordered,70,25035,6671
Insert and Lookup,1699,418483622,6570,ordered,70,24508,6718
Insert and Lookup,1700,375478136,6580,ordered,73,19112,6466
Insert and Lookup,1701,425912501,6590,ordered,76,25041,6821
Insert and Lookup,1702,416221698,6600,ordered,56,24679,6570
Insert and Lookup,1703,429128051,6610,ordered,76,24784,6909
Insert and Lookup,1704,420683536,6620,ordered,78,25116,6842
Insert and Lookup,1705,427866506,6630,ordered,70,25214,7223
Insert and Lookup,1706,436484224,6640,ordered,69,25261,6848
Insert and Lookup,1707,431394260,6650,ordered,70,25426,7168
Insert and Lookup,1708,424251390,6660,ordered,68,24519,6656
Insert and Lookup,1709,431651872,6670,ordered,66,25485,6748
Insert and Lookup,1710,375078910,6680,ordered,111,15460,7053
Insert and Lookup,1711,446712868,6690,ordered,89,25912,6917
Insert and Lookup,1712,463904298,6700,ordered,102,25966,7571
Insert and Lookup,1713,455165669,6710,ordered,75,26111,7143
Insert and Lookup,1714,462649870,6720,ordered,89,27541,7169
Insert and Lookup,1715,455921974,6730,ordered,83,25331,6953
Insert and Lookup,1716,454355333,6740,ordered,84,27010,7163
Insert and Lookup,1717,450381094,6750,ordered,67,26432,7140
Insert and Lookup,1718,438972112,6760,ordered,66,24987,6715
Insert and Lookup,1719,379211971,6770,ordered,90,15950,6732
Insert and Lookup,1720,450640306,6780,ordered,74,25695,6887
Insert and Lookup,1721,465714284,6790,ordered,86,26951,7833
Insert and Lookup,1722,557997173,6800,ordered,108,37514,9581
Insert and Lookup,1723,492110630,6810,ordered,104,28963,7854
Insert and Lookup,1724,541519472,6820,ordered,108,31326,8688
Insert and Lookup,1725,494495748,6830,ordered,94,27710,7480
Insert and Lookup,1726,465692876,6840,ordered,71,26694,7316
Insert and Lookup,1727,468249928,6850,ordered,64,26545,7237
Insert and Lookup,1728,408559231,6860,ordered,106,17648,7193
Insert and Lookup,1729,470001503,6870,ordered,81,26948,7298
Insert and Lookup,1730,570245072,6880,ordered,101,32226,8924
Insert and Lookup,1731,572627933,6890,ordered,76,34940,9175
Insert and Lookup,1732,525247031,6900,ordered,88,28752,7962
Insert and Lookup,1733,615582749,6910,ordered,105,38140,9853
Insert and Lookup,1734,523195510,6920,ordered,94,27035,7691
Insert and Lookup,1735,487785807,6930,ordered,94,27158,7545
Insert and Lookup,1736,503649449,6940,ordered,85,28811,7729
Insert and Lookup,1737,434634737,6950,ordered,93,17977,7361
Insert and Lookup,1738,480904271,6960,ordered,90,27023,7448
Insert and Lookup,1739,504929907,6970,ordered,87,28875,7727
Insert and Lookup,1740,498764622,6980,ordered,93,28098,7631
Insert and Lookup,1741,506257850,6990,ordered,94,29116,8060
Insert and Lookup,1742,482123092,7000,ordered,80,26595,7300
Insert and Lookup,1743,497030227,7010,ordered,77,27468,7625
Insert and Lookup,1744,494075039,7020,ordered,85,27323,7637
Insert and Lookup,1745,486269347,7030,ordered,81,26742,7724
Insert and Lookup,1746,410141627,7040,ordered,101,17162,7289
Insert and Lookup,1747,492024870,7050,ordered,85,27172,7385
Insert and Lookup,1748,514343590,7060,ordered,72,30552,7588
Insert and Lookup,1749,495963913,7070,ordered,83,26768,7351
Insert and Lookup,1750,511125185,7080,ordered,92,27769,7660
Insert and Lookup,1751,603589639,7090,ordered,111,35941,9588
Insert and Lookup,1752,581138721,7100,ordered,94,29097,7934
Insert and Lookup,1753,524292546,7110,ordered,102,28424,8074
Insert and Lookup,1754,506915348,7120,ordered,72,27362,7600
Insert and Lookup,1755,465632109,7130,ordered,100,19499,8997
Insert and Lookup,1756,531766596,7140,ordered,82,28719,7982
Insert and Lookup,1757,535906870,7150,ordered,88,30663,8483
Insert and Lookup,1758,522464488,7160,ordered,94,28565,7945
Insert and Lookup,1759,500943254,7170,ordered,66,27281,7575
Insert and Lookup,1760,529627494,7180,ordered,84,28761,7833
Insert and Lookup,1761,596829012,7190,ordered,117,34984,9258
Insert and Lookup,1762,608572320,7200,ordered,103,31880,9210
Insert and Lookup,1763,512493098,7210,ordered,94,25724,7940
Insert and Lookup,1764,514129011,7220,ordered,79,27247,7517
Insert and Lookup,1765,545687313,7230,ordered,98,29925,8211
Insert and Lookup,1766,522944618,7240,ordered,74,28046,7890
Insert and Lookup,1767,537986848,7250,ordered,100,30305,8034
Insert and Lookup,1768,529748131,7260,ordered,80,28083,7867
Insert and Lookup,1769,520942986,7270,ordered,79,27884,7789
Insert and Lookup,1770,532795884,7280,ordered,70,28109,7939
Insert and Lookup,1771,548206903,7290,ordered,93,28857,8324
Insert and Lookup,1772,447450298,7300,ordered,108,17901,7541
Insert and Lookup,1773,522866442,7310,ordered,52,28144,7736
Insert and Lookup,1774,515202397,7320,ordered,76,26929,7477
Insert and Lookup,1775,524400621,7330,ordered,80,27789,7805
Insert and Lookup,1776,532744575,7340,ordered,77,28025,7824
Insert and Lookup,1777,529494550,7350,ordered,91,28401,7929
Insert and Lookup,1778,542208325,7360,ordered,89,28886,8011
Insert and Lookup,1779,537124143,7370,ordered,77,28316,7805
Insert and Lookup,1780,522400517,7380,ordered,82,27091,8060
Insert and Lookup,1781,543425993,7390,ordered,79,27990,7873
Insert and Lookup,1782,543474018,7400,ordered,85,28596,8029
Insert and Lookup,1783,539721862,7410,ordered,88,27669,7801
Insert and Lookup,1784,551308104,7420,ordered,82,28706,8057
Insert and Lookup,1785,538550057,7430,ordered,85,28352,7899
Insert and Lookup,1786,550962963,7440,ordered,88,28804,8242
Insert and Lookup,1787,541130782,7450,ordered,67,28347,8143
Insert and Lookup,1788,576882229,7460,ordered,84,31273,8719
Insert and Lookup,1789,462994104,7470,ordered,93,17491,7855
Insert and Lookup,1790,644573686,7480,ordered,125,35048,9684
Insert and Lookup,1791,648501248,7490,ordered,124,33552,9343
Insert and Lookup,1792,576033536,7500,ordered,77,29559,8168
Insert and Lookup,1793,629154712,7510,ordered,106,32257,9055
Insert and Lookup,1794,593787376,7520,ordered,106,32165,8942
Insert and Lookup,1795,570577056,7530,ordered,75,29745,8535
Insert and Lookup,1796,589070765,7540,ordered,88,29951,8342
Insert and Lookup,1797,506565791,7550,ordered,93,20822,8668
Insert and Lookup,1798,575529776,7560,ordered,76,29825,8344
Insert and Lookup,1799,585938525,7570,ordered,93,29323,8212
Insert and Lookup,1800,584578699,7580,ordered,89,29905,8349
Insert and Lookup,1801,571415585,7590,ordered,68,29172,7971
Insert and Lookup,1802,562445079,7600,ordered,71,28713,8131
Insert and Lookup,1803,656788568,7610,ordered,103,35383,9762
Insert and Lookup,1804,627096851,7620,ordered,83,30868,8626
Insert and Lookup,1805,630547429,7630,ordered,116,29123,9932
Insert and Lookup,1806,600819609,7640,ordered,88,29587,8405
Insert and Lookup,1807,704155096,7650,ordered,112,37523,10405
Insert and Lookup,1808,682251835,7660,ordered,126,35690,10249
Insert and Lookup,1809,653788809,7670,ordered,112,33313,9453
Insert and Lookup,1810,704883948,7680,ordered,106,38610,10240
Insert and Lookup,1811,818504243,7690,ordered,115,41024,11040
Insert and Lookup,1812,665525409,7700,ordered,106,33969,9736
Insert and Lookup,1813,684620270,7710,ordered,119,34647,10611
Insert and Lookup,1814,790459287,7720,ordered,131,37859,10870
Insert and Lookup,1815,748003558,7730,ordered,115,42647,11297
Insert and Lookup,1816,706218009,7740,ordered,116,34846,9887
Insert and Lookup,1817,642814650,7750,ordered,95,32143,8792
Insert and Lookup,1818,704976348,7760,ordered,100,38261,10565
Insert and Lookup,1819,673852194,7770,ordered,105,34215,9601
Insert and Lookup,1820,671330361,7780,ordered,113,33765,9505
Insert and Lookup,1821,785150057,7790,ordered,115,41501,11687
Insert and Lookup,1822,742367592,7800,ordered,122,36195,10366
Insert and Lookup,1823,620103251,7810,ordered,88,30014,8541
Insert and Lookup,1824,710651004,7820,ordered,113,37703,10674
Insert and Lookup,1825,710358867,7830,ordered,111,35092,9838
Insert and Lookup,1826,684579134,7840,ordered,107,35222,9987
Insert and Lookup,1827,677153839,7850,ordered,102,33970,9659
Insert and Lookup,1828,724368101,7860,ordered,116,36276,10514
Insert and Lookup,1829,662711245,7870,ordered,114,30934,10133
Insert and Lookup,1830,834296424,7880,ordered,112,43339,11663
Insert and Lookup,1831,703624871,7890,ordered,113,34732,9919
Insert and Lookup,1832,641232158,7900,ordered,94,30867,8708
Insert and Lookup,1833,731382810,7910,ordered,103,38409,11100
Insert and Lookup,1834,702117095,7920,ordered,117,34700,9751
Insert and Lookup,1835,720224775,7930,ordered,111,36790,10600
Insert and Lookup,1836,694859225,7940,ordered,118,34847,9724
Insert and Lookup,1837,640026061,7950,ordered,133,26937,9765
Insert and Lookup,1838,699622440,7960,ordered,112,34771,9809
Insert and Lookup,1839,767444928,7970,ordered,99,40539,10994
Insert and Lookup,1840,726988692,7980,ordered,85,36354,9823
Insert and Lookup,1841,747939086,7990,ordered,120,36981,10317
Insert and Lookup,1842,716050980,8000,ordered,124,35324,9918
Insert and Lookup,1843,707613342,8010,ordered,112,34607,9973
Insert and Lookup,1844,728145056,8020,ordered,124,36453,10323
Insert and Lookup,1845,617637574,8030,ordered,127,23188,9820
Insert and Lookup,1846,732767023,8040,ordered,106,37081,10513
Insert and Lookup,1847,745844669,8050,ordered,124,36944,10236
Insert and Lookup,1848,737358231,8060,ordered,119,35168,9948
Insert and Lookup,1849,655786549,8070,ordered,78,30947,8897
Insert and Lookup,1850,670032118,8080,ordered,103,32156,9072
Insert and Lookup,1851,667724089,8090,ordered,79,32631,9171
